3.2988 	WARNING 	The 'psychtoolbox' library cannot be loaded but is required for audio capture (use `pip install psychtoolbox` to get it). Microphone recording will be unavailable this session. Note that opening a microphone stream will raise an error.
103.0404 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 0.78039216, -1.        , -0.92156863]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([ 0.32451235, -0.16920126]), rgb=UNKNOWN, text='-4', units='height', win=Window(...), wrapWidth=1)
103.0491 	EXP 	node0: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node1: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node2: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node3: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node4: borderColor = <psychopy.colors.Color: (0.78, -1.0, -0.92, 1.0)>
103.0491 	EXP 	unnamed TextStim: autoDraw = True
103.0491 	EXP 	node5: borderColor = <psychopy.colors.Color: (0.78, -1.0, -0.92, 1.0)>
103.0491 	EXP 	unnamed TextStim: autoDraw = True
103.0491 	EXP 	node6: borderColor = <psychopy.colors.Color: (0.78, -1.0, -0.92, 1.0)>
103.0491 	EXP 	unnamed TextStim: autoDraw = True
103.0491 	EXP 	node7: borderColor = <psychopy.colors.Color: (0.78, -1.0, -0.92, 1.0)>
103.0491 	EXP 	unnamed TextStim: autoDraw = True
103.0491 	EXP 	node8: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node9: borderColor = <psychopy.colors.Color: black, alpha=1.0>
103.0491 	EXP 	node10: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7583 	DATA 	Keypress: space
112.7592 	EXP 	window1: mouseVisible = True
112.7603 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.4064375 , 0.01018981]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
112.7605 	EXP 	window1: mouseVisible = True
112.7611 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.3783712 , 0.20539525]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
112.7612 	EXP 	window1: mouseVisible = True
112.7618 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.24922429, 0.35443874]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
112.7781 	EXP 	node0: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node1: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node2: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node3: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node4: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node5: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node6: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node7: borderColor = <psychopy.colors.Color: black, alpha=1.0>
112.7781 	EXP 	node8: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
112.7781 	EXP 	unnamed TextStim: autoDraw = True
112.7781 	EXP 	node9: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
112.7781 	EXP 	unnamed TextStim: autoDraw = True
112.7781 	EXP 	node10: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
112.7781 	EXP 	unnamed TextStim: autoDraw = True
116.2666 	DATA 	Keypress: space
120.0166 	DATA 	Keypress: space
120.0205 	EXP 	unnamed Rect: autoDraw = False
120.0205 	EXP 	node0: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node1: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node2: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node3: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node4: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node5: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node6: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node7: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node8: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node9: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	node10: autoDraw = False
120.0205 	EXP 	unnamed ImageStim: autoDraw = False
120.0205 	EXP 	unnamed Rect: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
120.0205 	EXP 	unnamed TextStim: autoDraw = False
121.9070 	DATA 	Keypress: space
123.7966 	DATA 	Keypress: space
123.7971 	INFO 	Mouse: using default window
123.7972 	EXP 	window1: mouseVisible = True
123.7972 	EXP 	window1: mouseVisible = True
123.8001 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
124.3066 	DATA 	Keypress: space
124.3071 	EXP 	window1: mouseVisible = True
124.3075 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
124.3086 	EXP 	window1: mouseVisible = True
124.3106 	EXP 	Created node0 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node0', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3116 	EXP 	window1: mouseVisible = True
124.3135 	EXP 	Created node1 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node1', opacity=1.0, ori=0.0, pos=array([-0.18922429,  0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3145 	EXP 	window1: mouseVisible = True
124.3164 	EXP 	Created node2 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node2', opacity=1.0, ori=0.0, pos=array([-0.3183712 ,  0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3174 	EXP 	window1: mouseVisible = True
124.3194 	EXP 	Created node3 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node3', opacity=1.0, ori=0.0, pos=array([-0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3204 	EXP 	window1: mouseVisible = True
124.3223 	EXP 	Created node4 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node4', opacity=1.0, ori=0.0, pos=array([-0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3233 	EXP 	window1: mouseVisible = True
124.3251 	EXP 	Created node5 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node5', opacity=1.0, ori=0.0, pos=array([-0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3261 	EXP 	window1: mouseVisible = True
124.3280 	EXP 	Created node6 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node6', opacity=1.0, ori=0.0, pos=array([ 0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3290 	EXP 	window1: mouseVisible = True
124.3308 	EXP 	Created node7 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node7', opacity=1.0, ori=0.0, pos=array([ 0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3318 	EXP 	window1: mouseVisible = True
124.3337 	EXP 	Created node8 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node8', opacity=1.0, ori=0.0, pos=array([ 0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3337 	EXP 	window1: mouseVisible = True
124.3664 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_5.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.3464375 , -0.04981019]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
124.3674 	EXP 	window1: mouseVisible = True
124.3693 	EXP 	Created node9 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node9', opacity=1.0, ori=0.0, pos=array([0.3183712 , 0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.3694 	EXP 	window1: mouseVisible = True
124.4049 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_9.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0.3183712 , 0.14539525]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
124.4059 	EXP 	window1: mouseVisible = True
124.4080 	EXP 	Created node10 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node10', opacity=1.0, ori=0.0, pos=array([0.18922429, 0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
124.4081 	EXP 	window1: mouseVisible = True
124.4085 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
124.4086 	EXP 	window1: mouseVisible = True
124.4090 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=106.36363636363636, pos=array([ 0.29846286, -0.03572357]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
124.4091 	EXP 	window1: mouseVisible = True
124.4094 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
124.4095 	EXP 	window1: mouseVisible = True
124.4099 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=90.00000000000001, pos=array([0.2683712 , 0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
124.4099 	EXP 	window1: mouseVisible = True
124.4103 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.0, ori=0.0, pos=array([0.1, 0. ]), size=array([1.1, 1. ]), units='height', vertices=ndarray(...), win=Window(...))
124.4148 	EXP 	unnamed Rect: autoDraw = True
124.4148 	EXP 	node0: autoDraw = True
124.4148 	EXP 	node1: autoDraw = True
124.4148 	EXP 	node2: autoDraw = True
124.4148 	EXP 	node3: autoDraw = True
124.4148 	EXP 	node4: autoDraw = True
124.4148 	EXP 	node5: autoDraw = True
124.4148 	EXP 	node6: autoDraw = True
124.4148 	EXP 	node7: autoDraw = True
124.4148 	EXP 	node8: autoDraw = True
124.4148 	EXP 	unnamed ImageStim: autoDraw = True
124.4148 	EXP 	node9: autoDraw = True
124.4148 	EXP 	unnamed ImageStim: autoDraw = True
124.4148 	EXP 	node10: autoDraw = True
124.4148 	EXP 	unnamed Line: autoDraw = True
124.4148 	EXP 	unnamed Line: autoDraw = True
124.4148 	EXP 	unnamed ShapeStim: autoDraw = True
124.4148 	EXP 	unnamed Line: autoDraw = True
124.4148 	EXP 	unnamed Line: autoDraw = True
124.4148 	EXP 	unnamed ShapeStim: autoDraw = True
124.4148 	EXP 	unnamed Rect: autoDraw = True
124.4148 	EXP 	node2: fillColor = '#126DEF'
124.4184 	EXP 	node2: fillColor = '#126DEF'
124.4184 	EXP 	unnamed Line: autoDraw = False
124.4184 	EXP 	unnamed ShapeStim: autoDraw = False
124.4184 	EXP 	unnamed Line: autoDraw = True
124.4184 	EXP 	unnamed ShapeStim: autoDraw = True
124.4184 	EXP 	unnamed Line: autoDraw = False
124.4184 	EXP 	unnamed ShapeStim: autoDraw = False
124.4184 	EXP 	unnamed Line: autoDraw = True
124.4184 	EXP 	unnamed ShapeStim: autoDraw = True
124.4184 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
124.4184 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
124.4184 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
124.4184 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
124.4184 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
124.4184 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0168 	DATA 	Keypress: f
126.0262 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
126.0262 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0262 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0262 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0262 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0262 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
126.0262 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
128.4468 	DATA 	Keypress: j
128.4595 	EXP 	node8: fillColor = '#126DEF'
128.4595 	EXP 	node2: fillColor = 'white'
129.1597 	EXP 	window1: mouseVisible = True
129.1612 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([0.68627451, 0.68627451, 0.68627451]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.4064375 , 0.01018981]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
129.1643 	EXP 	node8: fillColor = 'white'
129.1643 	EXP 	unnamed ImageStim: autoDraw = True
130.1721 	EXP 	unnamed ImageStim: autoDraw = False
130.1721 	EXP 	unnamed Rect: autoDraw = False
130.1721 	EXP 	unnamed Rect: autoDraw = True
130.2996 	EXP 	unnamed Rect: autoDraw = False
130.2996 	EXP 	node0: autoDraw = False
130.2996 	EXP 	node1: autoDraw = False
130.2996 	EXP 	node2: autoDraw = False
130.2996 	EXP 	node3: autoDraw = False
130.2996 	EXP 	node4: autoDraw = False
130.2996 	EXP 	node5: autoDraw = False
130.2996 	EXP 	node6: autoDraw = False
130.2996 	EXP 	node7: autoDraw = False
130.2996 	EXP 	node8: autoDraw = False
130.2996 	EXP 	unnamed ImageStim: autoDraw = False
130.2996 	EXP 	node9: autoDraw = False
130.2996 	EXP 	unnamed ImageStim: autoDraw = False
130.2996 	EXP 	node10: autoDraw = False
130.2996 	EXP 	unnamed Line: autoDraw = False
130.2996 	EXP 	unnamed ShapeStim: autoDraw = False
130.2996 	EXP 	unnamed Line: autoDraw = False
130.2996 	EXP 	unnamed ShapeStim: autoDraw = False
130.2996 	EXP 	unnamed Rect: autoDraw = False
130.3036 	INFO 	Mouse: using default window
130.3036 	EXP 	window1: mouseVisible = True
130.3038 	EXP 	window1: mouseVisible = True
130.3080 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
130.9372 	DATA 	Keypress: space
130.9377 	EXP 	window1: mouseVisible = True
130.9382 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
130.9392 	EXP 	window1: mouseVisible = True
130.9414 	EXP 	Created node0 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node0', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
