2.1428 	WARNING 	The 'psychtoolbox' library cannot be loaded but is required for audio capture (use `pip install psychtoolbox` to get it). Microphone recording will be unavailable this session. Note that opening a microphone stream will raise an error.
151.4399 	EXP 	window1: mouseVisible = True
151.4406 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.3783712 , 0.20539525]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
151.4407 	EXP 	window1: mouseVisible = True
151.4412 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0.24922429, 0.35443874]), rgb=UNKNOWN, text='+0', units='height', win=Window(...), wrapWidth=1)
151.4488 	EXP 	node0: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node1: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node2: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node3: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node4: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node5: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node6: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node7: borderColor = <psychopy.colors.Color: black, alpha=1.0>
151.4488 	EXP 	node8: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
151.4488 	EXP 	unnamed TextStim: autoDraw = True
151.4488 	EXP 	node9: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
151.4488 	EXP 	unnamed TextStim: autoDraw = True
151.4488 	EXP 	node10: borderColor = <psychopy.colors.Color: yellow, alpha=1.0>
151.4488 	EXP 	unnamed TextStim: autoDraw = True
154.2696 	DATA 	Keypress: space
163.6378 	DATA 	Keypress: space
163.6422 	EXP 	unnamed Rect: autoDraw = False
163.6422 	EXP 	node0: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node1: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node2: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node3: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node4: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node5: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node6: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node7: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node8: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node9: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	node10: autoDraw = False
163.6422 	EXP 	unnamed ImageStim: autoDraw = False
163.6422 	EXP 	unnamed Rect: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
163.6422 	EXP 	unnamed TextStim: autoDraw = False
166.1656 	DATA 	Keypress: space
175.5979 	DATA 	Keypress: space
175.5992 	INFO 	Mouse: using default window
175.5992 	EXP 	window1: mouseVisible = True
175.5993 	EXP 	window1: mouseVisible = True
175.6026 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
178.0456 	DATA 	Keypress: space
178.0461 	EXP 	window1: mouseVisible = True
178.0466 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
178.0476 	EXP 	window1: mouseVisible = True
178.0496 	EXP 	Created node0 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node0', opacity=1.0, ori=0.0, pos=array([0.  , 0.35]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0506 	EXP 	window1: mouseVisible = True
178.0525 	EXP 	Created node1 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node1', opacity=1.0, ori=0.0, pos=array([-0.18922429,  0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0526 	EXP 	window1: mouseVisible = True
178.0866 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_7.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([-0.18922429,  0.29443874]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
178.0876 	EXP 	window1: mouseVisible = True
178.0897 	EXP 	Created node2 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node2', opacity=1.0, ori=0.0, pos=array([-0.3183712 ,  0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0907 	EXP 	window1: mouseVisible = True
178.0926 	EXP 	Created node3 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node3', opacity=1.0, ori=0.0, pos=array([-0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0935 	EXP 	window1: mouseVisible = True
178.0954 	EXP 	Created node4 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node4', opacity=1.0, ori=0.0, pos=array([-0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0964 	EXP 	window1: mouseVisible = True
178.0982 	EXP 	Created node5 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node5', opacity=1.0, ori=0.0, pos=array([-0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.0992 	EXP 	window1: mouseVisible = True
178.1011 	EXP 	Created node6 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node6', opacity=1.0, ori=0.0, pos=array([ 0.09860639, -0.33582254]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.1011 	EXP 	window1: mouseVisible = True
178.1333 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='images/pattern_2.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([ 0.09860639, -0.33582254]), size=array([0.12, 0.12]), texRes=128, units='height', win=Window(...))
178.1343 	EXP 	window1: mouseVisible = True
178.1362 	EXP 	Created node7 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node7', opacity=1.0, ori=0.0, pos=array([ 0.26451235, -0.22920126]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.1372 	EXP 	window1: mouseVisible = True
178.1391 	EXP 	Created node8 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node8', opacity=1.0, ori=0.0, pos=array([ 0.3464375 , -0.04981019]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.1401 	EXP 	window1: mouseVisible = True
178.1419 	EXP 	Created node9 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node9', opacity=1.0, ori=0.0, pos=array([0.3183712 , 0.14539525]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.1429 	EXP 	window1: mouseVisible = True
178.1448 	EXP 	Created node10 = Circle(__class__=<class 'psychopy.visual.circle.Circle'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2, name='node10', opacity=1.0, ori=0.0, pos=array([0.18922429, 0.29443874]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...))
178.1449 	EXP 	window1: mouseVisible = True
178.1453 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
178.1453 	EXP 	window1: mouseVisible = True
178.1457 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=122.72727272727275, pos=array([ 0.05654372, -0.3087905 ]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
178.1458 	EXP 	window1: mouseVisible = True
178.1461 	EXP 	Created unnamed Line = Line(__class__=<class 'psychopy.visual.line.Line'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=False, color=array([-1, -1, -1]), colorSpace='rgb', contrast=None, depth=2, draggable=False, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=4, name='unnamed Line', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
178.1462 	EXP 	window1: mouseVisible = True
178.1465 	EXP 	Created unnamed ShapeStim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.5, name='unnamed ShapeStim', opacity=1.0, ori=24.545454545454547, pos=array([-0.20999504,  0.24895714]), size=array([1., 1.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
178.1466 	EXP 	window1: mouseVisible = True
178.1469 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.0, ori=0.0, pos=array([0.1, 0. ]), size=array([1.1, 1. ]), units='height', vertices=ndarray(...), win=Window(...))
178.1544 	EXP 	unnamed Rect: autoDraw = True
178.1544 	EXP 	node0: autoDraw = True
178.1544 	EXP 	node1: autoDraw = True
178.1544 	EXP 	unnamed ImageStim: autoDraw = True
178.1544 	EXP 	node2: autoDraw = True
178.1544 	EXP 	node3: autoDraw = True
178.1544 	EXP 	node4: autoDraw = True
178.1544 	EXP 	node5: autoDraw = True
178.1544 	EXP 	node6: autoDraw = True
178.1544 	EXP 	unnamed ImageStim: autoDraw = True
178.1544 	EXP 	node7: autoDraw = True
178.1544 	EXP 	node8: autoDraw = True
178.1544 	EXP 	node9: autoDraw = True
178.1544 	EXP 	node10: autoDraw = True
178.1544 	EXP 	unnamed Line: autoDraw = True
178.1544 	EXP 	unnamed Line: autoDraw = True
178.1544 	EXP 	unnamed ShapeStim: autoDraw = True
178.1544 	EXP 	unnamed Line: autoDraw = True
178.1544 	EXP 	unnamed Line: autoDraw = True
178.1544 	EXP 	unnamed ShapeStim: autoDraw = True
178.1544 	EXP 	unnamed Rect: autoDraw = True
178.1544 	EXP 	node3: fillColor = '#126DEF'
178.1595 	EXP 	node3: fillColor = '#126DEF'
178.1595 	EXP 	unnamed Line: autoDraw = False
178.1595 	EXP 	unnamed ShapeStim: autoDraw = False
178.1595 	EXP 	unnamed Line: autoDraw = True
178.1595 	EXP 	unnamed ShapeStim: autoDraw = True
178.1595 	EXP 	unnamed Line: autoDraw = False
178.1595 	EXP 	unnamed ShapeStim: autoDraw = False
178.1595 	EXP 	unnamed Line: autoDraw = True
178.1595 	EXP 	unnamed ShapeStim: autoDraw = True
178.1595 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
178.1595 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
178.1595 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
178.1595 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
178.1595 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
178.1595 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1817 	DATA 	Keypress: f
180.1888 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
180.1888 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1888 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1888 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1888 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1888 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.1888 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6216 	DATA 	Keypress: f
180.6267 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
180.6267 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6267 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6267 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6267 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6267 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
180.6267 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4536 	DATA 	Keypress: f
181.4585 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: black, alpha=1.0>
181.4585 	EXP 	unnamed Line: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4585 	EXP 	unnamed Line: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4585 	EXP 	unnamed Line: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4585 	EXP 	unnamed ShapeStim: foreColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4585 	EXP 	unnamed ShapeStim: borderColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
181.4585 	EXP 	unnamed ShapeStim: fillColor = <psychopy.colors.Color: (1.0, 0.58, -0.87, 1.0)>
182.1654 	DATA 	Keypress: j
182.1686 	EXP 	node1: fillColor = '#126DEF'
182.1686 	EXP 	node3: fillColor = 'white'
182.8688 	EXP 	window1: mouseVisible = True
182.8702 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=True, color=array([-0.88235294, -0.12156863, -0.97647059]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([-0.12922429,  0.35443874]), rgb=UNKNOWN, text='+2', units='height', win=Window(...), wrapWidth=1)
182.8744 	EXP 	node1: fillColor = 'white'
182.8744 	EXP 	unnamed ImageStim: autoDraw = True
183.8822 	EXP 	unnamed ImageStim: autoDraw = False
183.8822 	EXP 	unnamed Rect: autoDraw = False
183.8822 	EXP 	unnamed Rect: autoDraw = True
184.0333 	EXP 	unnamed Rect: autoDraw = False
184.0333 	EXP 	node0: autoDraw = False
184.0333 	EXP 	node1: autoDraw = False
184.0333 	EXP 	unnamed ImageStim: autoDraw = False
184.0333 	EXP 	node2: autoDraw = False
184.0333 	EXP 	node3: autoDraw = False
184.0333 	EXP 	node4: autoDraw = False
184.0333 	EXP 	node5: autoDraw = False
184.0333 	EXP 	node6: autoDraw = False
184.0333 	EXP 	unnamed ImageStim: autoDraw = False
184.0333 	EXP 	node7: autoDraw = False
184.0333 	EXP 	node8: autoDraw = False
184.0333 	EXP 	node9: autoDraw = False
184.0333 	EXP 	node10: autoDraw = False
184.0333 	EXP 	unnamed Line: autoDraw = False
184.0333 	EXP 	unnamed ShapeStim: autoDraw = False
184.0333 	EXP 	unnamed Line: autoDraw = False
184.0333 	EXP 	unnamed ShapeStim: autoDraw = False
184.0333 	EXP 	unnamed Rect: autoDraw = False
184.0374 	INFO 	Mouse: using default window
184.0375 	EXP 	window1: mouseVisible = True
184.0376 	EXP 	window1: mouseVisible = True
184.0421 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, font='', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='press Space to start', units='height', win=Window(...), wrapWidth=1)
184.8857 	DATA 	Keypress: space
184.8862 	EXP 	window1: mouseVisible = True
184.8866 	EXP 	Created unnamed Rect = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, draggable=False, fillColor=array([0.00392157, 0.00392157, 0.00392157]), fillColorSpace='rgb', fillRGB=array([0.00392157, 0.00392157, 0.00392157]), interpolate=True, lineColor=array([0, 0, 0]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=0, name='unnamed Rect', opacity=0.5, ori=0.0, pos=array([-0.65,  0.45]), size=array([0.1, 0.1]), units='height', vertices=ndarray(...), win=Window(...))
184.8877 	EXP 	window1: mouseVisible = True
